,Unnamed: 0,Player,Pos,Age,G,GS,MP,OBPM,DBPM,ORtg,DRtg,Salary,Salary Adjusted,age_bin,games_bin,games_started_bin,mins_bin
815,815,Gary Trent Jr,Guard,23.0,70.0,69.0,35.0,-0.1,0.3,114.0,112.0,16225.0,17694.945,"(21, 24]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
816,816,PJ Tucker,Forward,36.0,71.0,70.0,27.9,-0.8,1.4,120.0,110.0,7000.0,7634.183,"(33, 36]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
817,817,Myles Turner,Center,25.0,42.0,42.0,29.4,0.1,1.4,117.0,111.0,18000.0,19630.756,"(24, 27]","(35.0, 50.0]","(40.0, 60.0]","(20.0, 30.0]"
818,818,Jonas Valanciunas,Center,29.0,74.0,74.0,30.3,2.0,-0.1,118.0,111.0,14000.0,15268.366,"(27, 30]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
819,819,Denzel Valentine,Guard,28.0,24.0,0.0,9.3,-3.1,0.4,98.0,110.0,1005.633,1096.74,"(27, 30]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
820,820,Jarred Vanderbilt,Forward,22.0,74.0,67.0,25.4,-0.8,1.0,127.0,108.0,4050.0,4416.92,"(21, 24]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
821,821,Fred VanVleet,Guard,27.0,65.0,65.0,37.9,3.1,0.5,115.0,111.0,19675.926,21458.517,"(24, 27]","(50.0, 65.0]","(60.0, 82.0]","(30.0, 40.0]"
822,822,Devin Vassell,Forward,21.0,71.0,32.0,27.3,-0.5,0.0,109.0,112.0,4235.16,4618.855,"(18, 21]","(65.0, 82.0]","(20.0, 40.0]","(20.0, 30.0]"
823,823,Gabe Vincent,Guard,25.0,68.0,27.0,23.4,-1.9,0.5,107.0,111.0,1669.178,1820.401,"(24, 27]","(65.0, 82.0]","(20.0, 40.0]","(20.0, 30.0]"
824,824,Nikola Vucevic,Center,31.0,73.0,73.0,33.1,0.8,0.1,107.0,110.0,24000.0,26174.341,"(30, 33]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
825,825,Dean Wade,Forward,25.0,51.0,28.0,19.2,-1.9,1.3,122.0,111.0,1782.621,1944.122,"(24, 27]","(50.0, 65.0]","(20.0, 40.0]","(10.0, 20.0]"
826,826,Franz Wagner,Forward,20.0,79.0,79.0,30.7,-0.4,-0.3,110.0,114.0,5007.84,5461.538,"(18, 21]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
827,827,Moritz Wagner,Center,24.0,63.0,3.0,15.2,1.5,0.1,118.0,112.0,1729.217,1885.879,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
828,828,Kemba Walker,Guard,31.0,37.0,37.0,25.6,0.7,-0.2,112.0,113.0,34967.442,38135.407,"(30, 33]","(35.0, 50.0]","(20.0, 40.0]","(20.0, 30.0]"
829,829,Lonnie Walker,Guard,23.0,70.0,6.0,23.0,-1.2,-1.3,103.0,115.0,4447.896,4850.864,"(21, 24]","(65.0, 82.0]","(-0.001, 20.0]","(20.0, 30.0]"
830,830,Brad Wanamaker,Guard,32.0,23.0,2.0,13.9,-5.3,-0.5,100.0,118.0,814.918,888.747,"(30, 33]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
831,831,PJ Washington,Center,23.0,65.0,28.0,27.2,-0.2,0.2,114.0,113.0,4215.12,4596.999,"(21, 24]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
832,832,Yuta Watanabe,Forward,27.0,38.0,4.0,11.7,-1.9,0.0,106.0,110.0,1762.796,1922.501,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
833,833,Lindy Waters III,Guard,24.0,25.0,1.0,18.6,-0.8,-0.8,110.0,112.0,159.527,173.979,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
834,834,Trendon Watford,Forward,21.0,48.0,10.0,18.1,-1.4,-0.4,118.0,116.0,768.83,838.484,"(18, 21]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
835,835,Russell Westbrook,Guard,33.0,78.0,78.0,34.3,-0.7,-0.9,102.0,114.0,44211.146,48216.568,"(30, 33]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
836,836,Coby White,Guard,21.0,61.0,17.0,27.5,-0.4,-1.7,111.0,117.0,5837.76,6366.646,"(18, 21]","(50.0, 65.0]","(-0.001, 20.0]","(20.0, 30.0]"
837,837,Derrick White,Guard,27.0,75.0,52.0,29.3,0.4,0.6,114.0,112.0,15678.571,17099.011,"(24, 27]","(65.0, 82.0]","(40.0, 60.0]","(20.0, 30.0]"
838,838,Hassan Whiteside,Center,32.0,65.0,8.0,17.9,0.6,1.4,132.0,104.0,2401.537,2619.11,"(30, 33]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
839,839,Joe Wieskamp,Guard,22.0,29.0,0.0,7.1,-2.9,-1.1,107.0,117.0,563.663,614.729,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(-0.001, 10.0]"
840,840,Aaron Wiggins,Guard,23.0,50.0,35.0,24.2,-3.4,-0.9,107.0,116.0,1305.761,1424.059,"(21, 24]","(35.0, 50.0]","(20.0, 40.0]","(20.0, 30.0]"
841,841,Andrew Wiggins,Forward,26.0,73.0,73.0,31.9,0.3,0.1,109.0,109.0,31579.39,34440.406,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
842,842,Brandon Williams,Guard,22.0,24.0,16.0,26.7,-2.6,-3.1,96.0,118.0,180.798,197.177,"(21, 24]","(19.999, 35.0]","(-0.001, 20.0]","(20.0, 30.0]"
843,843,Grant Williams,Forward,23.0,77.0,21.0,24.4,-1.4,1.1,122.0,109.0,2617.8,2854.966,"(21, 24]","(65.0, 82.0]","(20.0, 40.0]","(20.0, 30.0]"
844,844,Kenrich Williams,Forward,27.0,49.0,0.0,21.9,-1.3,1.1,111.0,113.0,2000.0,2181.195,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(20.0, 30.0]"
845,845,Robert Williams,Center,24.0,61.0,61.0,29.6,2.4,3.1,148.0,102.0,3661.976,3993.742,"(21, 24]","(50.0, 65.0]","(60.0, 82.0]","(20.0, 30.0]"
846,846,Ziaire Williams,Forward,20.0,62.0,31.0,21.7,-2.4,-0.6,113.0,114.0,4373.04,4769.226,"(18, 21]","(50.0, 65.0]","(20.0, 40.0]","(20.0, 30.0]"
847,847,Dylan Windler,Forward,25.0,50.0,0.0,9.2,-2.9,1.2,110.0,110.0,2239.2,2442.066,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(-0.001, 10.0]"
848,848,Justise Winslow,Forward,25.0,48.0,11.0,16.1,-2.7,1.0,100.0,109.0,3902.439,4255.99,"(24, 27]","(35.0, 50.0]","(-0.001, 20.0]","(10.0, 20.0]"
849,849,Christian Wood,Center,26.0,68.0,67.0,30.8,2.1,-0.4,114.0,113.0,13666.667,14904.833,"(24, 27]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
850,850,Delon Wright,Guard,29.0,77.0,8.0,18.9,-0.2,2.4,126.0,112.0,8526.316,9298.779,"(27, 30]","(65.0, 82.0]","(-0.001, 20.0]","(10.0, 20.0]"
851,851,Thaddeus Young,Forward,33.0,52.0,1.0,16.3,0.1,2.1,113.0,108.0,14190.0,15475.579,"(30, 33]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
852,852,Trae Young,Guard,23.0,76.0,76.0,34.9,7.1,-2.0,119.0,118.0,8326.471,9080.829,"(21, 24]","(65.0, 82.0]","(60.0, 82.0]","(30.0, 40.0]"
853,853,Omer Yurtseven,Center,23.0,56.0,12.0,12.6,-1.4,0.4,112.0,104.0,1489.065,1623.97,"(21, 24]","(50.0, 65.0]","(-0.001, 20.0]","(10.0, 20.0]"
854,854,Cody Zeller,Center,29.0,27.0,0.0,13.1,-1.2,-1.0,127.0,116.0,2389.641,2606.136,"(27, 30]","(19.999, 35.0]","(-0.001, 20.0]","(10.0, 20.0]"
855,855,Ivica Zubac,Center,24.0,76.0,76.0,24.4,-0.1,0.8,126.0,107.0,7518.518,8199.677,"(21, 24]","(65.0, 82.0]","(60.0, 82.0]","(20.0, 30.0]"
